applicable,male,female,nonBinary,desc,group,name,time
0,0,0,0,"<p>The idea of do_action* is simple --- as a community we will spend one day building brand new WordPress sites for 10 deserving non-profit organizations that are based in Austin. We will start and complete every site on the same day and, at the end of it, the 10 non-profits will each have an awesome new online presence (with free hosting) so that they can get on with the work that they do so well.</p> <p><br/>This event will take place on Friday, April 8, 2016 as a full day working event. Once all the work is completed, each team will present their work to everyone else so we can all share in what promises to be some incredible website builds by the local community. After the presentations, we will all share in a celebratory dinner and drinks at the same venue - giving us all time to unwind and relax together after a hugely productive day of using WordPress to uplift the city around us.</p> <p>We'll also provide breakfast and lunch and well as tea/coffee to keep you fueled throughout the day.</p> <p><br/><b>Schedule</b></p> <p>We’ll be keeping things pretty flexible during the day to give you as much time to focus on building the sites as possible, but this will be the general schedule for the day:</p> <p><br/>8:00am - Check-in &amp; breakfast</p> <p>8:45am - Opening remarks</p> <p>9:00am - Morning build session</p> <p>12:30pm - Lunch</p> <p>1:30pm - Afternoon build session</p> <p>5:30pm - Site presentations</p> <p>6:30pm - Closing remarks</p> <p>7:00pm - Dinner &amp; drinks</p> <p>You don't have to stay for the presentations or the dinner if you have somewhere you need to be that evening, but team members are expected to be there for the full working session -- dropping in for an hour or two won't really work with this format. </p> <p><b><br/></b></p> <p><b>Who Should Attend?</b></p> <p>This event requires two kinds of participants - representatives from 10 non-profit organizations, and participants and volunteers from the local WordPress community to build the sites and help run the event.</p> <p><br/><b>Team Members (You!) and Volunteers</b></p> <p><b>Participation in this event is not just for developers!</b> Each organization’s site has a unique set of roles that are required for it to be built effectively - from project managers to designers, content creators, developers and social media managers. If you would like to participate in one of the teams then simply fill in this form with the organization and role you would like: </p> <p><br/><b>Volunteer Signup Form: <a href=""http://goo.gl/forms/2hjEXfSH0q""><a href=""http://goo.gl/forms/2hjEXfSH0q"" class=""linkified"">http://goo.gl/forms/2hjEXfSH0q</a></a></b></p> <p><br/>All teams will be assigned in advance via that form. Everything you need for building the websites will be provided for you - all you need to do is bring your laptop (with power cable!) and you can get to work. If you are interested in volunteering to help run the event or to help with logistics, please also fill in the form and let us know. </p> <p>The non-profit organizations are:</p> <p><br/>• North Austin Community Media (aka KXPE-LP)</p> <p>• The Blood Center of Central Texas</p> <p>• Refugee Services of Texas</p> <p>• PelotonU</p> <p>• Circle of Health International</p> <p>• Black Fret</p> <p>• AIDS Services of Austin</p> <p>• Texas PACE Authority</p> <p>• Day With Daddy</p> <p>• Austin Kids First</p> <p><br/>*do_action is the name of an event series just like this one that has been happening in the Cape Town, South Africa WordPress community. As part of the WordPress meetup program's effort to foster more cross-cultural collaboration between groups, this event will be co-organized by David Cole from Austin and Hugh Lashbrooke from the Cape Town community, who has organized events there. <a href=""https://www.woothemes.com/2014/08/did_action-wordpress-charity-hackathon/"">Have a look here</a> for some info about one of the previous do_action events held in Cape Town, including a recap video covering the event.</p> <p><br/>Support for this event comes from:</p> <p>• The WordPress Foundation</p> <p>• Bluehost -- free hosting for the non-profits</p> <p>• WooCommerce -- thanks for the meals and the party!</p> <p>
 
 
 Thanks, sponsors!</p>",The Austin WordPress Meetup Group,do_action: WordPress Charity Hackathon,1460120400000
0,0,0,0,"<p>Interested in hanging out with other WordPress Developers in a<i>""hive mind""</i> environment? Then this month's Developer's Coding Dojo is for you. </p> <p>There is no set topic or presenter — so bring your laptop, a coding project you have been putting off, and an appetite. Our great Sponsor, WP Engine, will host the meeting and will be providing Pizza and soft drinks to keep our WPATX Devs fueled through the Coding Dojo.</p> <p>Come join us for some coding — this is a great opportunity to practice some WP code chops, and meet other Advanced WordPress Developers in our community. We hope to see you here. </p> <p>For those who want an after-meeting code chat, we will be adjourning downstairs to the 'A' bar. </p> <p>We hope to see you there</p>",The Austin WordPress Meetup Group,Advanced WordPress Developer Dojo,1462320000000
0,0,0,0,"<p>As a freelancer you can often find processes for developing a theme or setting up a development server. However, our community rarely discusses how a WordPress Consultant can identify those areas of our business that need process improvement. The month’s Deep Dive Discussion will be an interactive workshop that examines the key steps to identify workflow patterns and develop repeatable business processes. As a group, we will discuss how to identify and prioritize your WordPress Consulting business’ goals and objectives. We will look at how you document your current business processes, and how to identify significant variations (process gaps) in your workflow that may be affecting your productivity and profitability. Bring your specific workflow issue and we will look at ways to develop a repeatable process that will align with the organization's goals and objectives. </p>",The Austin WordPress Meetup Group,How to Structure Processes for Your WordPress Business,1462838400000
0,0,0,0,"<p>One of the biggest challenges for a WordPress beginner is getting traffic to their site The goal of this month's WordPress Beginners Meetup is to give attendees some ""Implement Tomorrow Morning"", actionable strategies for attracting traffic to your site or blog.</p>",The Austin WordPress Meetup Group,Actionable Ideas for Driving Traffic to Your WordPress Site,1463443200000
0,0,0,0,"<p>Our Advanced Developer's meeting is back after participating in the WPATX Day of REST event, and taking the July 4th Holiday off.</p> <p>Interested in hanging out with other WordPress Developers in a""hive mind"" environment or sharing some cool new code? Then our August 2nd Developer's Coding Dojo is for you. </p> <p>There is no set topic or presenter — so bring your laptop, a coding project you have been putting off, and an appetite. Our great Sponsor, WP Engine, will host the meeting and will be providing Pizza and soft drinks to keep our WPATX Devs fueled through the Coding Dojo.</p> <p><br/>Come join us for some coding — this is a great opportunity to practice some WP code chops, and meet other Advanced WordPress Developers in our community. We hope to see you here. </p> <p><br/>For those who want an after-meeting code chat, we will be adjourning downstairs to the 'A' bar. </p> <p><br/>We hope to see you there</p>",The Austin WordPress Meetup Group,Advanced WordPress Developer Dojo,1470182400000
0,0,0,0,"<p>The weather has been amazing (can you believe it's August?) so let's grab some cold beverages and get together!</p> <p><br/>It’s time for a social event. Join WP Austin and Pantheon Website Management Platform on Wednesday evening, Sept. 7, at The Gingerman for some great conversation, connections and cold beverages. This is a great opportunity to learn more about some of what Pantheon does, including some of their work around automating WordPress deployments.</p> <p><br/>We'll see you there!</p>",The Austin WordPress Meetup Group,Social get-together with Pantheon,1473292800000
0,0,0,0,"<p>Have you ever noticed this?</p> <p>You looked at a product on a website, and now, you see start seeing ads for that product everywhere else on the web (and/or on Facebook). This is called retargeting. Done properly, retargeting helps you stay in the minds of your site visitors and greatly increases the likelihood of turning them from prospects to customers.</p> <p>We'll discuss what retargeting is, why you should do it for your ecommerce site and how to set up advertising on Facebook that integrates with products on your WooCommerce website. </p>",The Austin WordPress Meetup Group,Facebook Retargeting and Woocommerce,1474588800000
0,0,0,0,"<p>It is time to ask our WPATX members a very Important question. Should Austin WordPress host a WordCamp in 2017?</p> <p>Austin has not hosted a WordCamp since 2014. Since then we have had two WordCamp organizers step-up, then for various reasons have had step back from the planning process.</p> <p>The current WPATX Meet-up Organizers are completely focused on our five monthly meet-ups, and doing one or two, Special Event Days a year. </p> <p>If WPATX is ever to have another WordCamp there needs to be a serious discussion amongst the membership about what that means as far as time, talent and treasure — and who is willing to step up, become the WordCamp Organizer, build an organizing team and lead a merry band of volunteers.</p> <p>For those who are new to WPATX here are some links to explain what to expect when volunteering to lead a WordCamp:</p> <p><a href=""https://central.wordcamp.org/what-to-expect/""><a href=""https://central.wordcamp.org/what-to-expect/"" class=""linkified"">https://central.wordcamp.org/what-to-expect/</a></a></p> <p><a href=""https://central.wordcamp.org/become-an-organizer/""><a href=""https://central.wordcamp.org/become-an-organizer/"" class=""linkified"">https://central.wordcamp.org/become-an-organizer/</a></a></p> <p><a href=""https://central.wordcamp.org/""><a href=""https://central.wordcamp.org/"" class=""linkified"">https://central.wordcamp.org/</a></a></p> <p> Bring your ideas and a can-do attitude -We look forward to seeing you there!</p>",The Austin WordPress Meetup Group,"""What about WordCamp Austin 2017?""",1475020800000
0,0,0,0,"<p>From Subscriber to Administrator, WordPress comes with a variety of roles and capabilities to both grant and restrict access to various functionality within a site. But what if you need to step outside the defaults? This talk with plenty of code samples will show you how to create new roles within WordPress, how to create new capabilities and grant roles access, as well as fine-tuning role capabilities using filters.</p>",The Austin WordPress Meetup Group,Custom Roles and Capabilities within WordPress,1475625600000
0,0,0,0,"<p>This is an interactive session for contributing to the opensource work on WordPress. Everyone would bring their laptops and work in flexible groups with any assistance they wanted from me. </p> <p>
 
 
 Contributing to opensource work is a great way to learn how to work on a tech team before getting the job. Every time I contribute I work on transferable skills like source control, bug reporting and PHP design patterns to name a few. Its also a really relaxed community, and everyone is super friendly, and really appreciates the effort. </p> <p>
 
 
 
 For people who are new to contributing, we would walk through getting set up and how the process works. </p> <p>
 
 
 Practitioners shouldn't think that contributing is just for coders because a big part of the process is verifying tickets by recreating bugs. Their insight would be valuable here. </p> <p>
 
 
 Developers who are starting out would have a judgement free zone to ask any questions they have about the development tools needed to contribute. We can also do code reviews as well. </p> <p>
 
 
 Experienced contributors are welcome too! During the session, everyone would be welcome to work on what ever tickets they chose. Its not a lecture so people would be welcome to join into the discussion or just do their own thing and hang out. </p>",The Austin WordPress Meetup Group,Lets contribute to WordPress! Open to new and experienced contributors.,1475798400000
0,0,0,0,"<p>This meeting is open to anyone who wants to be on the planning committee for WordCamp Austin 2017. The planning committee is the group of dedicated volunteers who take the lead in organizing and executing the WordCamp.</p> <p>Let's get together and finalize our first steps to making WordCamp Austin 2017 a reality.</p> <p>If you can't make it in person we'll have a Google Hangout going in case you want to call in.</p> <p>We'll meet in the WP Engine offices, specifically the Continental Club meeting room. When you get to the main entrance of WP Engine, follow the signs to the room.</p> <p>WP Engine<br/>504 Lavaca St. Suite 1000<br/>Austin, TX 78704</p>",The Austin WordPress Meetup Group,WCATX17 Planning Committee,1477004400000
0,0,0,0,"<p>We are currently planning a multiple day Workshop and WordCamp-like event in Austin, TX for the<b><i> first weekend of November 2016</i></b>, Friday, November 4th, 2016 through Saturday, November 5th, 2016</p> <p><a href=""http://pods.io/wpengine/"">WPEngine</a> is generously providing space, grub, drinks, and other cool stuff.</p> <p>More details coming as soon as we start nailing individual sessions down and get the schedule finalized. Check out details at: <a href=""http://podscamp.org/2016/06/14/podscamp/""><i><a href=""http://podscamp.org/2016/06/14/podscamp/"" class=""linkified"">http://podscamp.org/2016/06/14/podscamp/</a></i></a></p> <p><b>Day One — Growth Day</b></p> <p>We’ll be spending time talking about building Content Types, using Custom Fields, and everything in between / around it. It’s not entirely Pods-specific, so we welcome those who use other plugins to attend so that you may continue growing your knowledge of useful methods and tools.</p> <p>This is a day designed around getting someone who may have just installed WordPress familiar enough to build a website with many different types of content and relationships. There will be sessions to start the day, followed by one-on-one with our team members to help reinforce that knowledge and answer any questions you might have.</p> <p><b>Day Two — Exploration Day</b></p> <p>This day will feature multiple topics about using content types and fields for many different purposes, including walking through building a project from start to finish with many different features, integrating with multiple plugins, and scaling with large amounts of data.</p> <p>Thanks to our generous sponsor, WP Engine, you can pick up tickets for this great event for only $25!</p> <p><a href=""http://podscamp.org/tickets/""><a href=""http://podscamp.org/tickets/"" class=""linkified"">http://podscamp.org/tickets/</a></a></p> <p>Follow us at <a href=""https://twitter.com/podsframework"">@podsframework</a> or tag your tweet with <a href=""https://twitter.com/search?q=podscamp&amp;src=typd"">#podscamp</a>!</p> <p><b>REGISTER AT: <a href=""http://podscamp.org/tickets/""><a href=""http://podscamp.org/tickets/"" class=""linkified"">http://podscamp.org/tickets/</a></a></b></p> <p><b>NOT ON THIS PAGE - Thanks</b></p>",The Austin WordPress Meetup Group,PodsCamp Austin 2016,1478268000000
0,0,0,0,"<p>Get ready for the WordPress - 3rd Wednesdays Workshop! </p> <p>WordPress users of all skill levels should attend!</p> <p>Bring your laptop fully charged and don’t forget to prepare with questions you would like to get answered. Let’s come together and discuss these topics further. </p> <p>We’ll spend the first hour asking questions and sharing knowledge and information with our fellow WordPress consultants and WordPress users. </p> <p>Following the Q&amp;A we will have an open workshop portion – we will open up our WordPress websites and blogs and get to work!</p> <p>With so much information coming at us in this day and age, it can be challenging to know which resources are reliable and solid. If you have found a particular resource to be especially helpful, please bring that to share with the community.</p> <p>We will have a business information exchange. If you'd like to share your consulting or business name and contact info, we'll write it on the board, so that people can take note and contact you. We'll also have a spot where business cards can be placed. </p> <p>The South Austin WordPress meetup group is all about community -- we are looking forward to seeing you at the meeting!!</p>",The Austin WordPress Meetup Group,South Austin WordPress - 3rd Wednesdays Workshop,1479342600000
0,0,0,0,"<p>There is a new WordPress Meetup series on the block, one that focuses on the content that goes onto our WordPress websites.</p> <p>This is for anyone interested in learning about content for their website, starting with content creation, optimization and more.</p> <p>It takes place the second Tuesday of each month and will launch in January. We are holding a planning session this month. It'll be an open room so people can let us know what topics and formats they’re most interested in seeing.</p> <p>We are being hosted by T-Werx, a brand new co-working space in Cedar Park. It's a perfect place for folks in North Austin, Leander, Cedar Park, Pflugerville, Round Rock etc. to attend and get involved in our wonderful WordPress group. There will be some seats set aside for members of the co-working space to attend and participate in these meetings.</p> <p>We will be sending out a Questionnaire to be a conversation starter prior to this meeting. Any feedback would be helpful so we know how to make this meetup as useful to you as possible.</p> <p>Feel free to arrive early and leave late. We have the room starting at 6:30 to allow time for networking.</p>",The Austin WordPress Meetup Group,North WP Content Collective: Planning Session,1479862800000
0,0,0,0,"<p><b>THIS CLASS HAS BEEN CANCELLED - RYAN IS ILL </b></p> <p>Ryan Hoover will lead the December Advance WordPress Developer meetup. Multisite has been a hot topic with WPATX members, and there have been several requests for more information about how WPATX Devs can offer multisite to our clients.</p> <p><br/>Here what most of us know — WordPress introduced their multisite feature back in 2010 in WordPress 3.0.It is a powerful WordPress feature that can be used by small, medium, and large websites. It lets you create multiple virtual web sites from one WordPress installation, that allows you turn your website into a network of websites. With one main installation, you only have to update WordPress, and your themes and plugins, once. Multisite gives you access to all network websites directly through the WordPress admin bar.</p> <p>Ryan will give share his insight about what a Multisite is from the admin's perspective. Looking at what is a Multisite from the backend perspective. He will show off some cool possibilities of Multisites, Mutiple networks, multiple domains, parent/child sites, templates and close out the session with a Q &amp; A</p> <p>Ryan is a full stack developer at <a href=""http://wpengine.com/"">WP Engine</a>, where he manages the company's websites and builds quirky plugins. He specializes in WordPress, API integration, automation, and website speed optimization. Ryan is a co-organizer of the Austin WordPress meetup and the organizer of the 2016 WordCamp Austin. You can follow Ryan at <a href=""https://twitter.com/RhetorRyan"">@RhetorRyan</a></p>",The Austin WordPress Meetup Group,CANCELLED What You Need To Know About WordPress Multisite,1481072400000
0,0,0,0,"<p>This event is intended for junior high, high school, college students, parents and educators who want to learn about Google's Summer of Code (for college interns) and Google Code-In (for ages 13 - 17).</p> <p>Stephanie Taylor from Google will give an overview of these programs and do Q&amp;A. Come learn about them and how you or your children can participate.</p> <p>Also, Ryan Torbey a K-5 technology teach and co-organizer of the Texas Alliance for Computer Science Education (TACSE) will share a brief overview of the state of computer science education in Texas as well as opportunities to get involved.</p>",Google Developer Group Austin,Google Programs for Students: Summer of Code and Code-In,1463097600000
0,0,0,0,"<p>Progressive Web Apps provide an app-like user experience. They can be launched from an icon on the home screen, render quickly, use hardware features such as GPS, and work offline.</p> <p>This months meetup is based on the Progressive Web App Dev Summit in Amsterdam on June 20th and 21st. We will watch a portion of the keynote, discuss the associated technology and then offer several code labs that attendees can choose from and work through for the remainder of the event. A few prizes will also be given out at the end of the labs.</p>",Google Developer Group Austin,Progressive Web Apps - Keynote & Code Lab,1466726400000
0,0,0,0,<p>Got some weekend coding to do? Come work on it at Cherrywood Cafe with other GDG developers or just hang out and chat.</p>,Google Developer Group Austin,Code Cafe,1480786200000
0,0,0,0,"<p>Sign up for a 7- or 14- minute time slot and talk about something you've done or learned about. The organizers (Dave and Matthew) will kick things off. No need to put together something formal - death-defying live demos welcome.</p> <p>Parking:</p> <p>• <b>Metered street parking</b> is <i>free</i> after 6pm.</p> <p>• Inexpensive<b> <a href=""https://www.parkme.com/austin-parking/downtown"">paid parking</a> </b>is also available nearby. For example there are parking garages a block or so north on Colorado Street and 5th Street.</p> <p>• <b>Note: The Atlassian office building landlord charges $20 for parking</b> and we unfortunately cannot offer a discount.</p> <p>Latecomers: If the front door is locked, ring the intercom and tell security you're attending the Linux Meetup at Atlassian.</p>",The Austin Linux Meetup,Open Mic Night,1452042000000
0,0,0,0,"<p><b>Parking</b>:</p> <p><br/>• Metered street parking is <i>free</i> after 6pm.</p> <p>Inexpensive <a href=""https://www.parkme.com/austin-parking/downtown"">paid parking</a> is also available nearby. For example there are parking garages a block or so north on Colorado Street and 5th Street.</p> <p>• <b>Note</b>: The Atlassian office building landlord charges $20 for parking and we unfortunately cannot offer a discount.</p> <p><b>Latecomers</b>: If the front door is locked, ring the intercom and tell security you're attending the Linux Meetup at Atlassian. </p>",The Austin Linux Meetup,"Open Discussion, Pizza!",1456880400000
0,0,0,0,"<p>We'll be following the same format as last month - hearty open discussion with a little something to eat. See you there!</p> <p><b>Parking: </b></p> <p>• Metered street parking is <i>free</i> after 6pm.</p> <p>Inexpensive <a href=""https://www.parkme.com/austin-parking/downtown"">paid parking</a> is also available nearby. For example there are parking garages a block or so north on Colorado Street and 5th Street.</p> <p>• <b>Note</b>: The Atlassian office building landlord charges $20 for parking and we unfortunately cannot offer a discount.</p> <p><b>Latecomers</b>: If the front door is locked, ring the intercom and tell security you're attending the Linux Meetup at Atlassian. </p>",The Austin Linux Meetup,"Open Discussion, Pizza!",1459900800000
0,0,0,0,"<p><b>Parking:</b> Metered street parking is <i>free</i> after 6pm. <a href=""https://www.parkme.com/austin-parking/downtown"">Paid parking</a> is also available.<br/><b>Latecomers: </b>If the front door is lock, ring the intercom and tell security you're attending the Linux Meetup at Atlassian.</p>",The Austin Linux Meetup,Open Discussion (and Pizza),1467763200000
0,0,0,0,"<p><b>Note the new location!</b> We've got some short talks planned from our new hosts, Brandon and Eric.</p> <p><i>Construction All over the place, Please enter parking garage through front of building as the rear entrance will most likely be closed. Park on 3rd floor and use sky-bridge to enter. (Security will buzz you in!)</i> <i>Pizza and sodas provided.</i></p>",The Austin Linux Meetup,September Linux Meetup,1473206400000
0,0,0,0,"<p>This month we'll have open discussion and pizza. If you're interested in giving a short talk, just talk to one of the organizers when you arrive. See you there!</p> <p><b>Note the new location!</b> Join us and share your Linux and Open Source experiences, work, or projects.</p> <p><i>Construction All over the place, Please enter parking garage through front of building as the rear entrance will most likely be closed. Park on 3rd floor and use sky-bridge to enter. (Security will buzz you in!)</i> <i>Pizza and sodas provided.</i> </p>",The Austin Linux Meetup,Linux Meetup,1478129400000
