,desc,group,name,time
28,"<p>For our January meetup, Gayathri Swaminathan will be presenting a friendly introduction to NumPy and Matplotlib, using Jupyter notebooks.  This is targeted at a novice level, but feel free to come with your more advanced questions, too! </p> <p>Gayathri is a Data Engineer at ObjectRocket, who is also our food &amp; drink sponsor this month.  They are providing a ""burger bar"" (with vegetarian options!), which should be pretty awesome.  ObjectRocket has optimized every aspect of the stack behind some of the most popular databases (MongoDB and Redis), to bring you solutions with the most scalability, speed, and safety. You can provision an instance in seconds, grow automatically with ease, and feel confident with automatic backups.  Their operations team monitors your databases and their engineering team is available 24x7x365 whenever you need help.  Be sure to check them out!  <a href=""http://objectrocket.com"" class=""linkified"">http://objectrocket.com</a></p> <p>We will be meeting at the great Atlassian meeting space, as usual.  Katrina Riehl will be MCing the meetup this evening, so if you have an announcement or if you'd like to give a lightning talk, please get in touch with her or leave a note here on the meetup.com site.</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1452733200000
29,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.<br/>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for January will be ZeroMQ:<br/><a href=""http://zeromq.org/"" class=""linkified"">http://zeromq.org/</a><br/>We will show a short demo.</p> <p>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1453334400000
30,"<p>For our February meetup, Andy Terrel will give a presentation entitled ""Building a startup with the PyData Ecosystem"", focusing on his work as CTO of Fashion Metric.  Fashion Metric helps online apparel retail sites fit their customers better and they do it with Python.  In this talk, Andy will outline the steps to building out a technology stack with the PyData ecosystem -- things they tried, both successful and otherwise. Audience participation will be encouraged!</p> <p>Afterwards, we will have time for additional lightning talks, so please get in touch or leave a comment on the Meetup.com page if you'd like to give a short 5-10 minute talk.</p> <p>Please note that our meetup this month will be back at the Capital Factory, and NOT at the Atlassian office!</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1455152400000
31,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for February will be scraping with Beautiful Soup:<br/><a href=""http://www.crummy.com/software/BeautifulSoup/"" class=""linkified"">http://www.crummy.com/software/BeautifulSoup/</a></p> <p><br/>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1455753600000
32,"<p>Please note that our meetup is is starting at 7:30pm instead of 7pm, due to another event that will take up the entirety of the Cap Factory space!</p> <p>Our March presentation is from Alex Sun, a researcher at UT working on an environmental decision support system using Python.  In this project, Alex developed a Python tool for supporting US-Mexico binational decision making on water quality management. A stakeholder/decisionmaker can use the tool to site a future wastewater treatment plant and assess its environmental impact on downstream water quality.  Alex talk about the main technical constraints they faced, and how they managed to enable the user required features using open-source packages.</p> <p>We always have time for lightning talks, so please leave a comment here if you want to sign up to give a short talk about anything Python-related!</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1457573400000
33,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for March will be scraping with Scrapy:<br/><a href=""http://doc.scrapy.org/en/latest/intro/overview.html"" class=""linkified"">http://doc.scrapy.org/en/latest/intro/overview.html</a></p> <p><br/>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1458169200000
34,"<p>For our April meeting, Peter Wang will be presenting about ""Python Scalability: A Convenient Truth"".  This will look at the challenges and costs of running Python within the Hadoop environment, and some of the new libraries and capabilities that are now available in the PyData ecosystem which fix these issues.  Topics covered include: Hadoop, Spark and PySpark, JVM and native code performance bottlenecks, and the Dask library.</p> <p>We'll have time for lightning talks, and then we'll head out to the Gingerman afterwards for some beer!</p> <p>Our venue host this month is Atlassian, and our food/drink sponsor is Rocsearch (<a href=""http://roc-search.us"" class=""linkified"">http://roc-search.us</a>).  Many thanks to both of them!</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1460592000000
35,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for April will be DummyData - A Sublime Text plugin for generating dummy JSON data:</p> <p><a href=""https://github.com/blcook223/DummyData""><a href=""https://github.com/blcook223/DummyData"" class=""linkified"">https://github.com/blcook223/DummyData</a></a></p> <p>



For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1461193200000
36,"<p>Please note that our May meeting will be hosted at Indeed.com, who will providing drinks and food!</p> <p>We'll hear from an engineer at Indeed about the ways they use Python, and the kinds of problems that they're looking to solve.</p> <p>Then, Paul McGuire will give a presentation on the latest updates to his Pyparsing package.  Pyparsing is a nice utility library for writing simple DSL's, code scrapers, query parsers, data sifters, text transformers, using an easy-to-learn model of assembling low-level parsers into higher-level ones. Paul will present some new intro material using his recent idioms for defining parsers, which will become the opening chapter of an updated version of his book.</p> <p>As always, we have time for lightning talks, so just let me know either in the comments or via email if you'd like to speak.  Elliot Hallmark has already signed up to give a lightning talk about ""Data-oriented programming in Python"" - assuming he can find a ride to the Indeed office from Central Austin :-)</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1463011200000
37,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for May will be the CherryPy web framework:<br/><a href=""http://cherrypy.org/"" class=""linkified"">http://cherrypy.org/</a></p> <p><br/>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a> <a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935571/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935571/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1463612400000
38,"<p>For our June meeting, we have a neat treat!  Nick Bollweg, a member of the Jupyter/IPython development team, is here in town and is willing to present to our group!  He is a maintainer of the popular NBViewer.org site and will be talking about it, as well as the current state of the Jupyter ecosystem, and perhaps showcasing some new and neat things that are possible with various notebook extensions.</p> <p>I would also invite anyone who attended PyCon (or watched the videos as they were being live published) to stand up and give a 5-10 minute recap of some things they learned, or show off some of the coolest stuff they saw.</p> <p>As a reminder, this month we are back at the beautiful Atlassian office at 303 Colorado St.  Lots of thanks to them and to Capital Factory for coordinating!</p> <p>We are also still looking for a food &amp; drink sponsor for this month's meetup, and for future meetups.  If your company is interested in doing this, please let me know!</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1465430400000
39,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for June will be Pandas - Python Data Analysis Library:<br/><a href=""http://pandas.pydata.org/"" class=""linkified"">http://pandas.pydata.org/</a></p> <p><br/>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935571/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935571/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935638/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935638/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1466031600000
40,"<p>For our July meetup, we have a special treat!  Dino Viehland, who is a Python developer at Microsoft, is in town and will speak to our group about a variety of topics: Pyjion, a new JIT interpreter for Python; Python Tools for Visual Studio; and the new notebooks.azure.com service.  Bring your thinking caps and your questions, and show him a warm Austin welcome!</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1468454400000
41,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for July will be again Pandas:<br/><a href=""http://pandas.pydata.org/"" class=""linkified"">http://pandas.pydata.org/</a></p> <p>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935571/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935571/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935638/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935638/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1469055600000
42,"<p>For our August meetup, we will have a great talk ""Application Security with Python"", from Jon Oberheide, who is the co-founder and CTO at Duo:</p> <p>""We all know and love Python for the rapid development of web applications. But how do you scale a codebase, product, and engineering team while developing applications in Python _securely_ without hiring a bunch of appsec experts? This talk will discuss some common frameworks and pitfalls in Python application security, discuss some of our experiences at Duo building security into a Python SDLC, and give an overview of our in-house Python static analysis framework (to be open-sourced RSN).""</p> <p>Jon is the co-founder and CTO of Duo Security, responsible for leading product vision and the Duo Labs advanced research team. Before starting Duo, Jon was a self-loathing academic, completing his PhD at the University of Michigan in the realm of cloud security. In a prior life, Jon enjoyed offensive security research and generally hacking the planet. Jon was recently named to Forbes ""30 under 30"" list for his mobile security hijinks.</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1470873600000
43,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for August will be AWS Lambda:<br/><a href=""https://aws.amazon.com/lambda/"" class=""linkified"">https://aws.amazon.com/lambda/</a> For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935571/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935571/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935638/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935638/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a><br/><a href=""http://www.meetup.com/austinpython/events/231905322/"" class=""linkified"">http://www.meetup.com/austinpython/events/231905322/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1471474800000
44,"<p>Hey everyone,</p> <p>We've had some really cool presentations at previous meetups this year, but we don't have as much time to socialize and chat.  For our September meetup, I thought it would be interesting to take a more ""unconference"" style, where we can talk about our current projects, ask questions of the group, and learn from each other.  If anyone wants to do a brief show &amp; tell at the beginning or the end, the podium and projector are open!  I'd like to kick things off by asking for volunteers (especially those new to the group) to come forward to introduce themselves, and talk about their current forays or projects in Python.</p> <p>There seems to have been some confusion about location, so to clarify: the meetup will be at the Atlassian office, and not at the Capital Factory.</p> <p>


-Peter</p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1473897600000
45,"<p>Rackspace will be hosting python coders on the third Wednesday every month. Bring your laptops and join the coding. Learners are welcome as well as experts. If you want to start something new, please see this as an opportunity to jump start the project. If you need help with an existing coding project, bring it with you and we will have a look at it. If you want to show your complete code to someone else to test it, or if you just want to consult with python experts you are welcome. We have a focus topic each month, yet we encourage other topics to be raised during the meetup and leave time for interaction between people.</p> <p>Looking forward to see you in the new offices of Rackspace downtown Austin. Rackspace is located on the on the 19th floor of Frost Bank tower on Congress St. between 4th and 5th St. Suite 1950. You will recognize our building easily from the triangular pointy end – it is the third tallest building in Austin.</p> <p>Our focus for September will be pyparsing:<br/><a href=""http://pyparsing.wikispaces.com/"" class=""linkified"">http://pyparsing.wikispaces.com/</a>:</p> <p>For those new to this meetup, please visit our previous meetup pages to see what we did in the past:<br/><a href=""http://www.meetup.com/austinpython/events/223048533/"" class=""linkified"">http://www.meetup.com/austinpython/events/223048533/</a><br/><a href=""http://www.meetup.com/austinpython/events/223685187/"" class=""linkified"">http://www.meetup.com/austinpython/events/223685187/</a><br/><a href=""http://www.meetup.com/austinpython/events/224172734/"" class=""linkified"">http://www.meetup.com/austinpython/events/224172734/</a><br/><a href=""http://www.meetup.com/austinpython/events/224759766/"" class=""linkified"">http://www.meetup.com/austinpython/events/224759766/</a><br/><a href=""http://www.meetup.com/austinpython/events/225591999/"" class=""linkified"">http://www.meetup.com/austinpython/events/225591999/</a><br/><a href=""http://www.meetup.com/austinpython/events/225592203/"" class=""linkified"">http://www.meetup.com/austinpython/events/225592203/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935258/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935258/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935442/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935442/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935516/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935516/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935571/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935571/</a><br/><a href=""http://www.meetup.com/austinpython/events/227935638/"" class=""linkified"">http://www.meetup.com/austinpython/events/227935638/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a><br/><a href=""http://www.meetup.com/austinpython/events/227959255/"" class=""linkified"">http://www.meetup.com/austinpython/events/227959255/</a><br/><a href=""http://www.meetup.com/austinpython/events/231905322/"" class=""linkified"">http://www.meetup.com/austinpython/events/231905322/</a><br/><a href=""http://www.meetup.com/austinpython/events/231905395/"" class=""linkified"">http://www.meetup.com/austinpython/events/231905395/</a></p>",The Austin Python Meetup,An Evening of Python Coding,1474498800000
46,"<p>We typically have a main presentation or a series of lightning talks, followed by discussion and Q&amp;A.  There is a diversity of domains and experience levels represented, so come with your questions and be prepared to talk about how you use Python!</p> <p>The Capital Factory is now offering discounted parking in the Omni Parking lot. If you park after 6 p.m it is just $5 dollars for the night. Just remember to grab a validation ticket at the end of meetup from Capital Factory staff. </p>",The Austin Python Meetup,The Austin Python Meetup Monthly Meetup,1476316800000
